Directory,Org/Person Name,Org/Person DBA,Org/Person Sort Name,Org Number,Status,Organization/Person Type,Org/Person Main Category,Listing Type,Employer,Org ID,Listing ID,Listing Comments,Listing Internet Comments,Same As Listing Comments,Listing Category,Listing Address 1,Listing Address 2,Listing Address 3,Listing Zip/Postal Code,Listing City,Listing State/Province,Listing Country,Listing Phone 1,Listing Phone 1 Ext,Listing Fax,Listing Fax Ext,Listing Fax Long Distance,Listing Toll,Listing Toll Ext,Listing Url,Listing Email,Listing Facebook,Listing Twitter,Listing Linked In,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Zip/Postal,Mailing City,Mailing State/Province,Mailing Country,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Org/Person NAICS,Sponsor,Total Employees,Total Part Time Employees,Total Full Time Employees,Joined Date,Began Business Date,Org/Person Group Insurance,Org/Person Effective Date,Org/Person Group Term Date,Org/Person Branch,Org/Person Type of Business,Org/Person Board Approval Date,Org/Person New Member Pkg. Mailed,Org/Person Appeared in Briefs,Org/Person Merchant Services,Org/Person Confirmation Date,Org/Person Main reason for joining,Org/Person Main reason for joining,Org/Person Conf. Date,Org/Person Home Insurance,Org/Person Home Effective Date,Org/Person Home Term Date,Org/Person Esso Account #,Org/Person Auto Insurance,Org/Person Auto Effective Date,Org/Person Auto Term Date,Org/Person Welcome Email Sent,Org/Person FIRM #/name,Org/Person Petro Account #,Org/Person Logo Use,Org/Person Reps,Person/Employee Chair Term,Organization Sector,Organization Business Type,Organization Member Type,Organization Dues Category,Organization Designated Reps,Organization Program(s),Person/Employee Status,Person/Employee Level,Person/Employee Designation,Main Contact Prefix,Main Contact First Name,Main Contact Initial,Main Contact Last Name,Main Contact Suffix,Main Contact Title,Main Contact Position,Main Contact Email,Main Contact Salutation,Main Contact Formal Salutation,Special Offer,Special Offer Expires,Special Offer Begin,Special Offer End,Main Listing Contact Prefix,Main Listing Contact First Name,Main Listing Contact Initial,Main Listing Contact Last Name,Main Listing Contact Suffix,Main Listing Contact Title,Main Listing Contact Position,Main Listing Contact Comments,Main Listing Contact Internet Comments,Main Listing Contact Same As Comments,Main Listing Contact Category,Main Listing Contact Address 1,Main Listing Contact Address 2,Main Listing Contact Address 3,Main Listing Contact Zip/Postal Code,Main Listing Contact City,Main Listing Contact State/Province,Main Listing Contact Country,Main Listing Contact Phone 1,Main Listing Contact Phone 1 Ext,Main Listing Contact Fax,Main Listing Contact Fax Ext,Main Listing Contact Fax Long Distance,Main Listing Contact Toll,Main Listing Contact Toll Ext,Main Listing Contact Url,Main Listing Contact Email,Main Listing Contact Facebook,Main Listing Contact Twitter,Main Listing Contact Linked In,Main Listing Contact Org ID,Main Listing Contact Listing ID,OrgCnt,CatCnt
Temporary Directory,Clarke Surveyors Incorporated,Clarke Surveyors Incorporated,Clarke Surveyors Incorporated,161,Active,Member,Surveyors - Land & Aerial,Org,,61,10887,,,Y,Surveyors - Land & Aerial,2535 Lesperance Rd.,,,N8N 2X1,Tecumseh,Ontario,Canada,(519) 258-4166,,(519) 735-2155,,N,,,http://www.clarkesurveyors.com,csi@clarkesurveyors.com,,,,2535 Lesperance Rd.,,,N8N 2X1,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,1/1/1970,1/1/1970,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,1981-1982,Service sector,Corporation,General,B (6-15 employees),One,,,,,Mr.,Ross,A.,Clarke,O.L.S.,President,DESIGNATED VOTING REP.,ross.a.clarke@gmail.com,Ross,,,N,,,Mr.,Ross,A.,Clarke,O.L.S.,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,163,
Temporary Directory,Clarks LLP,Clarks LLP,Clarks LLP,2780,Active,Member,Lawyers,Org,,2913,11563,,,Y,Lawyers,1200 Canada Building,374 Ouellette Avenue,,N8W2M8,Windsor,Ontario,Canada,(519) 254-4990,,(519) 254-2294,,N,,,http://www.clarkslaw.com,cfclark@clarkslaw.com,,,,1200 Canada Building,374 Ouellette Avenue,,N8W2M8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,12,3/15/1999,,,,,,,,N,N,N,N,,,,,,,,,,,,,,,0,,Professional,,General,B (6-15 employees),One,,,,,Mr.,Charles,F.,Clark,,Partner,DESIGNATED VOTING REP.,cfclark@clarkslaw.com,Charles,,,N,,,Mr.,Charles,F.,Clark,,Partner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,164,
Temporary Directory,Cleardeck Systems Ltd.,Cleardeck Systems Ltd.,Cleardeck Systems Ltd.,5345,Active,Member,Swimming Pool Products,Org,,5999,13911,,,Y,Swimming Pool Products,2090 North Talbot Road,,,N9A 6J3,Windsor,Ontario,Canada,(866) 607-3325,,(519) 969-9123,,N,,,http://www.cleardecksystems.com,sales@cleardecksystems.com,,,,PO Box 28013,,,N8X 5E4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,10/13/2009,10/21/2001,,,,,Corporation,Oct 26/09,Jan 7/10,,,,,,,,,,,,,,Nov 3/09,,,,0,,Manufacturing,Corporation,General,A (1-5 employees),One,,,,,Mrs.,Ornella,,Bertoni Liburdi,,Owner/President,DESIGNATED VOTING REP.,ornella@cleardecksystems.com,,,,N,,,Mr.,Italo,,Bertoni,,Owner / President,Miscellaneous Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,165,
Temporary Directory,Club Alouette,Club Alouette,Club Alouette,1850,Active,Member,"Banquet, Conference & Meeting Facilities",Org,,923,10893,,,Y,"Banquet, Conference & Meeting Facilities",2418 Central Avenue,,,N8W 4J3,Windsor,Ontario,Canada,(519) 945-1189,,(519) 945-5956,,N,,,http://www.clubalouette.ca,clubalouette1@bellnet.ca,,,,2418 Central Avenue,,,N8W 4J3,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,7,11/6/1995,1/1/1957,20028 - David Seeley,Dec-95,,,,,,,,,,,,,,,,,,,,,,,0,,Hospitality,Corporation,General,B (6-15 employees),One,Group Benefits - Seeley,,,,Ms.,Rose,,Pelletier,,Manager,DESIGNATED VOTING REP.,,,,,N,,,Ms.,Rose,,Pelletier,,Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,166,
Temporary Directory,CMA Ontario,CMA Ontario,CMA Ontario,3148,Active,Member,Accountants,Org,,3382,11784,,,Y,Accountants,4270 Confederation Line,,,N0N 1T0,Wyoming,Ontario,Canada,(519) 845-0968,,(519) 845-0948,,N,(877) 318-2422,,http://www.cma-ontario.org,dclarke@cma-ontario.org,,,,4270 Confederation Line,,,N0N 1T0,Wyoming,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,8/18/2000,1/1/1999,,,,,,,N,N,N,N,,,,,,,,,,,,,,,0,,Professional,,Associate,A (1-5 employees),,,,,,Ms.,Deborah,,Clarke,"MBA, CMA","Regional Director, Marketing & Communications",ASSOCIATE REP (non-voting),dclarke@cma-ontario.org,Deborah,,,N,,,Ms.,Deborah,,Clarke,"MBA, CMA","Regional Director, Marketing & Communications",ASSOCIATE REP (non-voting),,,,,,,,,,,,,,,,,,,,,,,,,,167,
Temporary Directory,Cogeco Cable Canada LP,Cogeco,Cogeco,696,Active,Member,Cable Television Companies,Org,,277,11300,,,Y,Cable Television Companies,2525 Dougall Avenue,,,N8X 5A7,Windsor,Ontario,Canada,(519) 972-6677,,(519) 972-6688,,N,,,http://www.cogeco.ca,,,,,2525 Dougall Avenue,,,N8X 5A7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,64,4/1/1984,1/1/1957,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,,Communication,Corporation,General,D (51-100 employees),3,,,,,Mr.,Robert,,Scussolin,,Programming and Community Relations Manager,DESIGNATED VOTING REP.,robert.scussolin@cogeco.com,Bob,,,N,,,Mr.,Mike,,Abrosimoff,,Technical Operations Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,168,
Temporary Directory,Cogeco / Rogers Cable Television Advertising,Cogeco / Rogers Cable Television Advertising,Cogeco / Rogers Cable Television Advertising,2647,Active Branch,Member,Advertising - Cable Television,Org,,2647,11520,,,Y,Advertising - Cable Television,2525 Dougall Avenue,,,N8X 5A7,Windsor,Ontario,Canada,(519) 972-4003,,(519) 250-3175,,N,,,http://www.cogeco.ca,igossling@cogeco.ca,,,,2525 Dougall Avenue,,,N8X 5A7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,10/13/1998,,,,,,,,N,N,N,N,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,Branch,,,,,,Mr.,Ian,,Gossling,,Regional Manager,DESIGNATED VOTING REP.,igossling@cogeco.ca,Ian,,,N,,,Mr.,Ian,,Gossling,,Regional Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,169,
Temporary Directory,Collection Service of Windsor Ltd.,Collection Service of Windsor Ltd.,Collection Service of Windsor Ltd.,2187,Active,Member,Collection Service,Org,,1254,10897,,,Y,Collection Service,860 University Avenue West,P. O. Box 1209,,N9A 6R2,Windsor,Ontario,Canada,(519) 256-3421,,(519) 256-4616,,N,,,http://www.cswindsor.com,info@cswindsor.com,,,,860 University Avenue West,P. O. Box 1209,,N9A 6R2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,,,,,Mr.,Kevin,,Larkin,,President,DESIGNATED VOTING REP.,klarkin@cswindsor.com,Kevin,,,N,,,Mr.,Kevin,,Larkin,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,170,
Temporary Directory,College Boreal - Centre d'Acces de Windsor,College Boreal - Centre d'Acces de Windsor,College Boreal - Centre d'Acces de Windsor,4233,Active,Member,Schools - Colleges & Universities,Org,,4745,12915,,,Y,Schools - Colleges & Universities,7515 Forest Glade Dr.,,,N8T 3P5,Windsor,Ontario,Canada,(519) 948-6019,,(519) 948-5362,,N,(866) 445-4003,,http://www.borealc.on.ca,info@collegeboreal.ca,,,,7515 Forest Glade Dr.,,,N8T 3P5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,11/22/2004,,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Ms.,Kathleen,,Richards,,Regional Manager,DESIGNATED VOTING REP.,kathleen.richards@collegeboreal.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,
Temporary Directory,Collins Barrow Windsor LLP,Collins Barrow Windsor LLP,Collins Barrow Windsor LLP,975,Active,Member,Chartered Accountants,Org,,356,10898,,,Y,Chartered Accountants,3260 Devon Drive,,,N8X 4L4,Windsor,Ontario,Canada,(519) 258-5800,,(519) 256-6152,,N,,,http://www.collinsbarrow.com,windsor@collinsbarrow.com,,,,3260 Devon Drive,,,N8X 4L4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,32,11/16/1990,1/1/1947,,,,,,,,,,,,,,,,,,,,,,,,,0,,Professional,Corporation,General,C (16-50 employees),2,Office Supplies,,,,Ms.,Denise,,Hrastovec,CPA C.A.,"Managing Partner, Assurance and Business Services",DESIGNATED VOTING REP.,dhrastovec@collinsbarrow.com,Denise,,,N,,,Ms.,Denise,,Hrastovec,CPA C.A.,"Managing Partner, Assurance and Business Services",DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,172,
Temporary Directory,Colonial Tool Group Inc.,Colonial Tool Group Inc.,Colonial Tool Group Inc.,1639,Active,Member,Tool Makers,Org,,745,14435,,,Y,Tool Makers,1691 Walker Road,,,N8W 3P1,Windsor,Ontario,Canada,(519) 253-2461,,(519) 253-5911,,N,,,http://www.colonialtool.com,sales@colonialtool.com,,,,1691 Walker Road,,,N8W 3P1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,11/15/2010,1/1/1930,,,,,,November 22nd 2010,December 3rd 2010,March/April 2011,,,,,,,,,,,,,,,,,0,,Manufacturing,Corporation,General,D (51-100 employees),3,,,,,Mr.,Mike,,Sapardanis,,VP of Finance,DESIGNATED VOTING REP.,msapardanis@colonialtool.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,
Temporary Directory,Commissionaires - Ottawa,Commissionaires,Commissionaires,4835,Returning Member - Active,Member,Security Services,Org,,5729,14191,,,N,,3379 Walker Road,,,N8W 3R9,Windsor,Ontario,Canada,(519) 966-9651,,(519) 966-8311,,N,(877) 322-6777,,http://www.commissionaires-ottawa.on.ca,jolson@commissionaires-ottawa.on.ca,,,,3379 Walker Road,,,N8W 3R9,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11/12/2014,1/1/1934,,,,,Not For Profit,November 24 2014,December 2 2014,Jan/Feb 2015 edition,,,"mktg / advertising, networking",,,,,,,,,,November 26 2014,,,,0,,Service sector,Other,Organization,Non Profit/Charity,One,,,,,Mr.,Jason,,Olson,,Business Operations Manager,DESIGNATED VOTING REP.,jolson@commissionaires-ottawa.on.ca,,,,N,,,Mr.,Jason,,Olson,,Business Operations Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,174,
Temporary Directory,Community Living Windsor,Community Living Windsor,Community Living Windsor,2427,Active,Member,Associations & Organizations,Org,,1497,11600,,,Y,Associations & Organizations,7025 Enterprise Way,,,N8T 3N6,Windsor,Ontario,Canada,(519) 974-4221,,(519) 974-4157,,N,,,http://www.communitylivingwindsor.org,terry@clwindsor.org,,,,7025 Enterprise Way,,,N8T 3N6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,175,2/9/1998,1/1/1953,Home & Auto Insurance,,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,,,,,Ms.,Terry,,Cloutier,,"Manager, Employment Services",DESIGNATED VOTING REP.,terry@clwindsor.org,Terry,,,N,,,Ms.,Terry,,Cloutier,,"Manager, Employment Services",DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,175,
Temporary Directory,Continental Rail Gateway,Continental Rail Gateway,Continental Rail Gateway,4677,Active,Member,Tunnel - International,Org,,5208,13342,,,Y,Tunnel - International,"251 Goyeau Street, Suite 502",,,N9A 6V2,Windsor,Ontario,Canada,(519) 979-0274,,(519) 735-4257,,N,,,http://www.crgateway.com,mrohrer@crgateway.com,,,,223 Kensington Blvd.,,,N8N 2K8,St. Clair Beach,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,9/14/2006,,,,,,corporation,25-Sep-06,29-Sep-06,Nov-06,,,advocacy,marketing/advertising,,,,,,,,,,,,,0,,Transportation,Corporation,General,A (1-5 employees),One,,,,,Mr.,Mike,,Rohrer,,Community & Business Relations,DESIGNATED VOTING REP.,mrohrer@crgateway.com,Mike,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,
Temporary Directory,Cooper's Hawk Vineyards L.P,Cooper's Hawk Vineyards Estate Winery,Cooper's Hawk Vineyards Estate Winery,5691,Active,Member,Wineries,Org,,24321,17859,,,Y,Wineries,1425 Iler Road,,,N0R 1G0,Harrow,Ontario,Canada,(519) 738-4295,,,,N,,,http://www.coopershawkvineyards.com,debbie@coopershawkvineyards.com,http://www.facebook.com/home.php?sk=group_14292389710,http://twitter.com/#!/chwinery,http://www.linkedin.com/company/cooper's-hawk-winery-and-restaurants,P.O Box 1406,,,N0R1G0,Harrow,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,23,4,7/3/2012,7/1/2011,,,,,,Executive approval - July 18 2012,,September/October 2012,,,"Events/Committees, Networking",,,,,,,,,,July 24 2012,,,,0,,Retail - Trade,Partnership,General,B (6-15 employees),One,,,,,Mr.,Tom,,O'Brien,,Founder and Limited Partner,DESIGNATED VOTING REP.,tom_obrien@coopershawkvineyards.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,
Temporary Directory,Canadian Clinic of Rejuvenation & Longevity Inc.,Coral Medical Health Spa,Coral Medical Health Spa,4231,Active,Member,Cosmetic - Medical,Org,,4753,12923,,,Y,Cosmetic - Medical,1400 Provincial Rd.,,,N8W 5W1,Windsor,Ontario,Canada,(519) 969-1554,,(519) 250-6946,,N,,,http://www.ccoral.com,info@ccoral.com,,,,1400 Provincial Rd.,,,N8W 5W1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,11/8/2004,9/1/2004,54632 - John Merwin,9-Mar,,,Corporation,,,,22983742,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,Group Benefits - Merwin,,,,Mr.,Ken,,Sherman,,General Manager,DESIGNATED VOTING REP.,ken@ccoral.com,Ken,,,N,,,Mr.,Ken,,Sherman,,General Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,178,
Temporary Directory,Core Team Staffing & Training Inc.,Core Team Staffing & Training Inc.,Core Team Staffing & Training Inc.,4591,Returning Member - Active,Member,Recruiting,Org,,5120,13257,,,Y,Employment Agencies,1214 Ottawa Street,,,N8X 2E6,Windsor,Ontario,Canada,(519) 253-0002,,(519) 253-8980,,N,,,http://www.ctstaffing.ca,info@ctstaffing.ca,https://www.facebook.com/pages/Core-Team-Staffing/239034789465001?sk=wall,https://twitter.com/search?q=core%20team%20staffing&src=typd,https://www.linkedin.com/profile/view?id=137692986,1214 Ottawa Street,,,N8X 2E6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,11/13/2014,12/19/2005,,,,,corporation,"June 26, 2006 / November 24 2014","June 28, 2006 / December 2 2014",September 2006 / Jan Feb 2015,,,"Mktg/Advertising, Networking",,,,,,,,,,November 26 2014,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Ms.,Nancy,,Rochon,,Director,DESIGNATED VOTING REP.,,,,,N,,,Ms.,Nancy,,Rochon,,Director,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,179,
Temporary Directory,Corporate Sign Source,Corporate Sign Source,Corporate Sign Source,5747,Active,Member,Signs,Org,,26246,18062,,,Y,Signs,360 Eugenie Street East,Suite 201,,N8X 2Y1,Windsor,Ontario,Canada,(519) 969-7446,,(519) 968-3393,,N,,,http://www.corporatesignsource.com,al@corporatesignsource.com,,,,360 Eugenie Street East,Suite 201,,N8X 2Y1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,5/13/2013,1/1/2012,,,,,,May 21 2013,,July/August 2013,,,"Marketing/Advertising, Networking",,,,,,,,,,May 22 2013,,,,0,,Retail - Trade,Corporation,General,A (1-5 employees),One,,,,,Mr.,Al,,Robertson,,,DESIGNATED VOTING REP.,al@corporatesignsource.com,Al,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,
Temporary Directory,7262329 Canada Ltd.,Corvette Depot,Corvette Depot,13575,Active,Member,Automotive Restoration & Supply,Org,,28917,18283,,,Y,,3449 Walker Road,,,N8W 3S2,Windsor,Ontario,Canada,(519) 968-2522,,(226) 783-1840,,N,(877) 600-8388,,http://www.corvettedepot.ca,sales@corvettedepot.ca,,,,3449 Walker Road,,,N8W 3S2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,7/1/2014,1/1/2009,,,,,,June 20 2014,Sept 25 2014,Sept/Oct 2014 Issue,,,"Discounts, Marketing/Advertising",,,,,,,,,,,,,,0,,Other,Corporation,General,A (1-5 employees),One,,,,,Mr.,Robert,,Menzies,,President,DESIGNATED VOTING REP.,rmenzies@corvettedepot.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,
Temporary Directory,Coulter's Furniture,Coulter's Furniture,Coulter's Furniture,187,Active,Member,Furniture & Accessories,Org,,72,10916,,,Y,Furniture & Accessories,1324 Windsor Avenue,,,N8X 3L9,Windsor,Ontario,Canada,(519) 253-7422,,(519) 253-3744,,N,,,http://www.coulters.com,mail@coulters.com,,,,1324 Windsor Avenue,,,N8X 3L9,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,7/26/2013,12/1/1979,,,,,,,,,,,,,,KOSK21,Dec-04,,,# COUB21,Sep-04,,,,,,0,,Retail - Trade,,General,B (6-15 employees),One,,,,,Mr.,Bruce,,Coulter,,Manager,DESIGNATED VOTING REP.,mail@coulters.com,Bruce,,,N,,,Mr.,Bruce,,Coulter,,Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,182,
Temporary Directory,Coxon's Service Limited,Coxon's Service Limited,Coxon's Service Limited,1617,Active,Member,Trucking & Transportation Services,Org,,728,10918,,,Y,Trucking & Transportation Services,4891 Manning Road,,,N0R 1K0,Maidstone,Ontario,Canada,(519) 979-5421,,(519) 979-5220,,N,,,http://www.ctscoxons.com,bcoxon@ctscoxons.com,,,,4891 Manning Road,,,N0R 1K0,Maidstone,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,10/21/1994,1/1/1960,,,,,,,,,,,,,,,,,,,,,,,,,0,,Transportation,Corporation,General,C (16-50 employees),2,,,,,Mr.,Brad,,Coxon,,President,DESIGNATED VOTING REP.,bcoxon@ctscoxons.com,Brad,,,N,,,Ms.,Marie,,Coxon,,Vice President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,183,
Temporary Directory,Crescent Electronics,Crescent Electronics,Crescent Electronics,2424,Active Branch,Member,Electronic Repair for Chrysler,Org,,1494,10923,,,Y,Electronic Repair for Chrysler,3115 Marentette Avenue,,,N8X 4G1,Windsor,Ontario,Canada,(519) 972-0667,,(519) 972-8712,,N,,,http://www.crescentelectronics.com,ctv@mnsi.net,,,,3115 Marentette Avenue,,,N8X 4G1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2/16/1998,,85004 - David Seeley Dec 2010,,,Dues included with Crescent Television-Member #746,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,Branch,One,"Group Benefits - Seeley, Office Supplies",,,,Mrs.,Jackie,,Leigh,,Manager,DESIGNATED VOTING REP.,jackie@crescentelectronics.com,Jackie,,,N,,,Mrs.,Jackie,,Leigh,,Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,184,
Temporary Directory,Crescent Television Service,Crescent Television Service,Crescent Television Service,746,Active,Member,Television Sales & Service,Org,,299,10924,,,Y,Television Sales & Service,3033 Marentette Avenue,,,N8X 4G1,Windsor,Ontario,Canada,(519) 969-1622,,(519) 969-6772,,N,,,http://www.ctvservice.com,info@ctvservice.com,,,,3033 Marentette Avenue,,,N8X 4G1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,26,11/1/1988,4/1/1961,,,,Dues include Crescent Electronics #2424,,,,,,05/04/2001 faxed info to Teresa Lee,,,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,C (16-50 employees),2,,,,,Ms.,Teresa-Lee,,Rycroft,,Manager,DESIGNATED VOTING REP.,info@ctvservice.com,Teresa-Lee,,,N,,,Ms.,Teresa-Lee,,Rycroft,,Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,185,
Temporary Directory,Cris Kambouris Manor Realty,Cris Kambouris Manor Realty,Cris Kambouris Manor Realty,5770,Active,Member,Real Estate Sales,Org,,27350,18141,,,Y,Real Estate Sales,3276 Walker Road,,,N8W 3R8,Windsor,Ontario,Canada,(519) 995-7600,,,,N,,,http://www.sellwindsor.com,info@criskambouris.com,,,,3471 Driftwood Drive,,,N9E 4A8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,11/11/2013,1/1/2004,97366 - Seeley,,,,,November 25 2013,November 27 2013,,,,"Discounts, Marketing/Advertising, Networking",,,,,,,,,,November 27 2013,,,,0,,Real Estate,Sole Proprietor,General,A (1-5 employees),One,Group Benefits - Seeley,,,,Mr.,Cris,,Kambouris,,Sales Representative,DESIGNATED VOTING REP.,info@criskambouris.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,
Temporary Directory,1318812 Ontario Ltd.,CS Logistics,CS Logistics,5642,Active,Member,Logistics,Org,,23008,17711,,,Y,,255 Ellis Street East,,,N8X 5E5,Windsor,Ontario,Canada,(519) 253-8664,,(519) 253-7927,,N,,,http://www.cslogistics.net,jbaker@cslogistics.net,,,,P.O Box 861,,,N9A 6P2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484229,,5,1,4,10/21/2011,1/1/1998,89179,,,,,November 28 2011,,January/February 2012,,,"Discounts, Networking",,,,,,,,,,November 29 2011,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,Group Benefits - Seeley,,,,Mr.,John,,Baker,,Business Development,DESIGNATED VOTING REP.,jbaker@cslogistics.net,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,
Temporary Directory,Caissen Water Technologies Inc.,Culligan Water,Culligan Water,2293,Returning Member - Active,Member,Water Treatments,Org,,1364,11899,,,Y,Water Purification & Filtration Systems,3918 Walker Road,,,N8T 3T3,Windsor,Ontario,Canada,(519) 974-8686,,(519) 974-5164,,N,,,http://www.culliganwater.ca,kevin.stlouis@culliganwater.ca,,,,265 Industrial Road,,,N3H4R9,Cambridge,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,1/23/2014,7/1/1997,,,,,Corporation,January 27 2014,,March/April 2014,,,"Marketing, Advertising, Networking",,,,,,,,,,Jan 28 2014,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,,,,,Mr.,Brad,,Hucsko,,Selling Supervisor,DESIGNATED VOTING REP.,brad.hucsko@culliganwater.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,
Temporary Directory,Culmone Law Office,Culmone Law Office,Culmone Law Office,3595,Active,Member,Lawyers,Org,,3917,12274,,,Y,Lawyers,410 Giles Boulevard E.,,,N9A 4C6,Windsor,Ontario,Canada,(519) 258-3632,,(519) 977-1199,,N,,,http://www.culmonelaw.com,floro@culmonelaw.com,,,,410 Giles Boulevard E.,,,N9A 4C6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,6/3/2002,1/1/1994,,,,,,,,,,,,,,,,,,,,,,,,,0,,Professional,,General,A (1-5 employees),One,,,,,Mr.,Floro,,Culmone,,Lawyer/Owner,DESIGNATED VOTING REP.,floro@culmonelaw.com,Floro,,,N,,,Mr.,Floro,,Culmone,,Lawyer/Owner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,189,
